"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: backoff","Param: queueSize"
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,3929.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,29704295.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,171.486233,4.914952,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,26997.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,29136153.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,168.387971,24.527835,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,404.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,29732324.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,178.940065,11.072883,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,15292.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,27936674.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,181.631447,2.760335,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,846.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,27531965.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,168.907874,19.709376,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,0.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,29628445.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,179.741518,14.391734,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,0.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,27832350.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,211.140558,23.406749,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,8680.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,23691204.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,215.685811,20.229126,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,341.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,23196618.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,217.606426,13.169438,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,0.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,22985412.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,210.724190,22.367410,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,1.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,23746175.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,217.297778,16.389418,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,141862.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,45984700.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,217.014366,54.722099,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,83007.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,46161269.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,191.299540,32.078311,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,127825.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,52405820.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,199.462404,26.502255,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,0.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,50263220.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,235.867772,20.897692,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,91237.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,42362119.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,248.964793,23.157944,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,1512.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,40291406.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,241.187837,45.266686,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,627.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,41582768.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,234.758154,17.521635,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,1326.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,42627478.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,278.881091,47.552959,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,19758.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,35901353.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,281.302250,43.538551,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,172637.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,35434954.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,270.956802,98.943743,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,0.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,37206002.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,265.140555,45.524753,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,0.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,37805777.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,377.491744,34.828592,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,56404.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,26504207.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,349.548992,32.289889,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,1319.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,28629986.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,368.168654,69.055123,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,102.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,27226344.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2","avgt",2,5,374.969532,56.497130,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:drops","avgt",2,5,0.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor2:offers","avgt",2,5,26820801.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,281.446603,133.918942,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,27160246.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,45701113.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,462.739760,75.850691,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,13693.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,43475570.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,417.139661,36.849343,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,0.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,48681127.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,400.129158,54.056693,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,0.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,51222236.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,458.025711,55.960854,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,4191916.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,39641485.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,460.888204,28.132780,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,70526.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,43526120.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,464.334740,38.112597,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,19087.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,43337986.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,461.057217,70.504405,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,16075.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,43664531.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,537.008889,61.858662,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,915806.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,36583844.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,532.151703,52.333389,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,66945.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,37719725.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,520.931178,61.762983,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,184206.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,38464110.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,520.552970,57.880737,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,0.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,38671166.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,673.401301,63.097937,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,182305.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,29557679.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,661.093130,96.077216,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,9908.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,30417409.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,693.122583,74.168224,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,0.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,29023012.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4","avgt",4,5,652.055157,116.762837,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:drops","avgt",4,5,268971.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor4:offers","avgt",4,5,30711505.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,153.980666,68.312426,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,258189166.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,10182467.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,699.378111,8.957830,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,540116.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,56762474.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,607.689552,68.445233,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,598435.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,65296375.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,802.751984,389.114793,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,0.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,50398035.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,175.810865,65.833854,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,219054190.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,15230512.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,875.454525,385.907728,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,574925.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,45730559.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,774.916900,25.070238,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,16776.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,51617622.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,773.389336,33.021565,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,518557.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,51224711.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,241.721731,65.146855,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,147368568.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,21732243.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,890.311235,424.218978,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,264035.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,45165734.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,853.132698,107.239906,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,951427.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,45999244.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,841.087657,49.118276,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,8564.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,47696479.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,705.275030,152.094496,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,26994793.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,30382466.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,1038.886416,33.605592,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,49197.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,38463154.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,1073.556023,60.120451,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,0.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,37272375.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8","avgt",8,5,1109.761683,445.373855,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:drops","avgt",8,5,0.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor8:offers","avgt",8,5,36329160.000000,NaN,"#",20,4096
